horsenumber,horsecode,jockey_id,todaysrating,avg_spds,timelist,isMaiden,racedate,raceclass,runners_list,racesurface,jockeycode,marginsbehindleader,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,l3odds,priority,racecoursecode,trackvariant,ownername,race_id,trainername,racenumber,utcracetime,owner_id,prev_avg_spds_d,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,jtohweights_h,lastwonat,racedistance,horsename,horse_url,previouswins_car,raceday_id,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,ranked_avgspds,dayssincelastrun_h,previouswins_d
14,S189,,,"[16.82085786375105, 16.984107727769015, 16.61819692563357, 16.585466984554785, 16.6631951676734, 16.80874054508344, 16.70320492744545, 16.734401147501792, 15.949734171097148, 17.062420019906156, 16.209097355890997, 16.69623291244913, 16.381933068102036, 16.310257339615802, 16.394935786501502]",,,2015-09-28,4,,No surface found in dict,CML,,15,16,,,,,"[17.0, 55.0, 64.0]",1,,,"Mr & Mrs Stephen Ho Wai Man, Fred Ho Ka Chun and Derek Ho Ka Chung",,,6,2015-09-28 07:35:00,,"[16.82085786375105, 16.984107727769015, 16.80874054508344, 16.734401147501792, 16.381933068102036]",CP/TT,5,"[('20141109_147', None), ('20150712_773', None), ('20141130_202', None), ('20150524_638', None), ('20140326_508', None), ('20150913_23', None), ('20150503_589', None), ('20150201_362', None), ('20150304_439', None), ('20150627_730', None), ('20150321_486', None), ('20150407_521', None), ('20150614_694', None), ('20140301_444', None), ('20150101_282', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1400,WIRE TO WIRE,,0,,"[16.82085786375105, 16.984107727769015, 16.61819692563357, 16.585466984554785, 16.6631951676734]",,,WS,0,"[3, 2, 9, 10, 8, 4, 6, 5, 15, 1, 14, 7, 12, 13, 11]","[63, 15, 13, 21, 21, 26, 17, 17, 31, 31, 32, 21, 228, 25, 13]",0
14,N217,,,"[16.390083999180494, 16.48653599560359, 16.051364365971107, 16.35620172648796, 16.088927892350444, 16.32208922742111, 16.509217646519307, 16.178611875101115, 16.767973171242925, 15.921262121870024, 16.512246582882305, 16.405545074235093, 16.570008285004143, 16.942998910807212, 16.4257555847569, 16.403900483003735, 16.45940014630578, 16.51073197578426, 16.12614226841068, 16.091543000178795, 16.252821670428894, 16.105941302791695, 16.675931072818234, 16.29106706489275, 16.85528533590176, 16.70843776106934, 16.17290303609498, 16.58069270449521, 16.628559551028893, 16.49484536082474, 16.566576931041624, 16.774502755811167, 16.736401673640167, 16.566576931041624, 16.859344894026975, 16.51527663088357, 17.099863201094394, 17.038193951441144]",,,2015-09-28,3,,No surface found in dict,NGA,,15,40,,,,,"[99.0, 22.0, 20.0]",2,,,David Sin Wai Kin,,,9,2015-09-28 09:10:00,,"[16.390083999180494, 16.767973171242925, 16.566576931041624, 16.774502755811167, 16.736401673640167, 16.51527663088357]",V,6,"[('20141001_49', None), ('20130324_484', None), ('20140608_690', None), ('20131103_134', None), ('20130212_384', None), ('20140427_579', None), ('20141026_114', None), ('20130616_698', None), ('20121001_56', None), ('20130302_426', None), ('20150531_656', None), ('20150509_599', None), ('20140528_664', None), ('20150215_392', None), ('20150412_530', None), ('20140914_6', None), ('20130101_283', None), ('20141109_148', None), ('20121028_123', None), ('20130505_585', None), ('20150125_342', None), ('20130518_622', None), ('20140115_330', None), ('20121216_244', None), ('20131009_67', None), ('20140326_506', None), ('20141203_211', None), ('20141220_256', None), ('20141228_269', None), ('20131215_248', None), ('20140507_610', None), ('20140305_450', None), ('20150426_565', None), ('20130915_28', None), ('20131127_200', None), ('20140205_380', None), ('20150913_28', None), ('20130112_310', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1600,AMBASSADORSHIP,,5,,"[16.390083999180494, 16.35620172648796, 16.088927892350444, 16.509217646519307, 16.178611875101115, 16.767973171242925, 15.921262121870024, 16.512246582882305, 16.405545074235093, 16.570008285004143, 16.942998910807212, 16.4257555847569, 16.403900483003735, 16.45940014630578, 16.51073197578426, 16.12614226841068, 16.091543000178795, 16.252821670428894, 16.105941302791695, 16.675931072818234, 16.29106706489275, 16.85528533590176, 16.70843776106934, 16.17290303609498]",,,YPF,0,"[26, 21, 37, 27, 36, 28, 19, 31, 7, 38, 17, 24, 13, 3, 23, 25, 22, 18, 33, 35, 30, 34, 10, 29, 5, 9, 32, 12, 11, 20, 14, 6, 8, 14, 4, 16, 1, 2]","[105, 22, 13, 14, 56, 21, 28, 8, 17, 24, 14, 25, 17, 98, 11, 21, 10, 32, 21, 28, 21, 31, 18, 24, 25, 24, 91, 29, 13, 42, 22, 18, 31, 11, 16, 49, 27, 19, 73]",2
12,T303,,,"[17.508024511234314, 17.145306472353194]",,,2015-09-28,3,,No surface found in dict,WD,,85,2,,,,,"[0.0, 8.6, 5.1]",+1,,,Paul Kan Man Lok,,,7,2015-09-28 08:05:00,,[17.145306472353194],B,2,"[('20150705_61', None), ('20150614_751', None)]",,0,,,"[0, 0]",,1200,TIANHUANG,,1,,,,,JM,0,"[1, 2]",[21],0
14,N090,,,"[16.242995208316415, 15.945495397550193, 15.93752490238266, 16.223524109959442, 16.542597187758478, 16.179643067268092, 16.238559196929437, 16.201885310290653, 16.203078584931138, 15.986048539456474, 16.098738932116984, 15.975858702405255, 15.922299180001593, 15.930485155684288, 16.105653084232564, 15.864202427222972, 16.42635517430188, 16.516792071939804, 16.37703575652807, 16.6631951676734, 16.272189349112423, 16.37703575652807, 15.822784810126581, 16.26457034426674, 15.987210231814549, 16.35025887909892, 16.43047853768741, 16.394935786501502, 16.291469194312796, 16.08030406393139, 16.19141854816947, 16.454134101192924, 16.44736842105263, 16.85528533590176, 16.479555052013595, 16.7986561075114, 16.265830138259556, 16.37666325486182, 16.794625719769673, 16.748414882162937, 16.38504864311316, 16.67857993805099]",,,2015-09-28,4,,No surface found in dict,CYT,,106,43,,,,,"[32.0, 41.0, 99.0]",*1,,,Alex Ng Siu Ting,,,5,2015-09-28 07:00:00,,"[16.542597187758478, 16.179643067268092, 16.272189349112423, 16.394935786501502, 16.44736842105263, 16.85528533590176, 16.7986561075114, 16.794625719769673, 16.67857993805099]",B/TT,9,"[('20131221_261', None), ('20120519_631', None), ('20140525_651', None), ('20120129_357', None), ('20150429_575', None), ('20121118_168', None), ('20140625_736', None), ('20141019_97', None), ('20141008_71', None), ('20150614_692', None), ('20121006_65', None), ('20150308_444', None), ('20130616_696', None), ('20120923_37', None), ('20141102_135', None), ('20140226_431', None), ('20130202_361', None), ('20130123_334', None), ('20140330_513', None), ('20120429_576', None), ('20130505_584', None), ('20140126_355', None), ('20130310_446', None), ('20130710_762', None), ('20150221_404', None), ('20130212_382', None), ('20140924_34', None), ('20131117_165', None), ('20131012_75', None), ('20140409_541', None), ('20120310_464', None), ('20121104_131', None), ('20150407_515', None), ('20120609_676', None), ('20130915_20', None), ('20130224_408', None), ('20140504_597', None), ('20120409_531', None), ('20130401_497', None), ('20131201_205', None), ('20130526_637', None), ('20120701_726', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1600,SPICY SIAM,,4,,"[15.945495397550193, 15.93752490238266, 16.223524109959442, 16.542597187758478, 16.179643067268092, 16.238559196929437, 16.201885310290653, 16.203078584931138, 15.986048539456474, 16.098738932116984, 15.975858702405255, 15.922299180001593, 15.930485155684288, 16.105653084232564, 15.864202427222972, 16.42635517430188, 16.7986561075114, 16.265830138259556, 16.37666325486182, 16.794625719769673, 16.748414882162937, 16.38504864311316, 16.67857993805099]",,,FD,0,"[24, 37, 38, 26, 7, 30, 25, 28, 27, 35, 32, 36, 40, 39, 31, 41, 13, 8, 16, 6, 21, 16, 42, 23, 34, 19, 12, 14, 20, 33, 29, 10, 11, 1, 9, 2, 22, 18, 3, 4, 15, 5]","[46, 22, 30, 15, 111, 14, 11, 14, 91, 31, 21, 25, 10, 32, 31, 36, 20, 14, 36, 27, 67, 24, 21, 21, 34, 22, 14, 12, 10, 10, 66, 14, 29, 13, 84, 22, 21, 20, 20, 30, 41, 21]",0
13,P308,,,"[17.7210703526493, 17.84758165268606, 17.23543605653223, 17.328019407381735, 17.096452486109133, 16.764459346186086, 16.89902830587241, 16.851565791321445, 17.057569296375267, 17.292062943109112, 17.6772140710624, 17.568517217146873, 15.694480774261052, 17.19986240110079, 17.135023989033584, 17.50087504375219, 17.274140611504578, 17.571604287471448]",,,2015-09-28,4,,No surface found in dict,YML,,22,19,,,,,"[6.2, 9.1, 5.6]",1,,,Alex Kwok Wai Hung,,,2,2015-09-28 05:30:00,,"[17.7210703526493, 17.84758165268606, 17.23543605653223, 17.328019407381735, 17.292062943109112, 17.6772140710624, 17.568517217146873, 15.694480774261052, 17.135023989033584, 17.50087504375219, 17.274140611504578, 17.571604287471448]",B/TT,13,"[('20150311_454', None), ('20140618_715', None), ('20140927_37', None), ('20150211_386', None), ('20141126_189', None), ('20141029_123', None), ('20131020_94', None), ('20150415_535', None), ('20140406_528', None), ('20140309_455', None), ('20150603_665', None), ('20150906_2', None), ('20140208_382', None), ('20141022_105', None), ('20150114_313', None), ('20150513_609', None), ('20150627_727', None), ('20140510_614', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1000,WHISTLE BLOWER,,0,,"[17.7210703526493, 17.84758165268606, 17.23543605653223, 17.328019407381735, 17.096452486109133, 16.764459346186086, 16.851565791321445, 17.057569296375267, 17.292062943109112, 17.6772140710624, 17.568517217146873, 15.694480774261052, 17.19986240110079, 17.135023989033584, 17.50087504375219, 17.274140611504578, 17.571604287471448]",,,OSP,0,"[2, 1, 10, 7, 13, 17, 15, 16, 14, 8, 3, 5, 18, 11, 12, 6, 9, 4]","[71, 24, 21, 28, 35, 28, 28, 49, 28, 7, 25, 101, 39, 34, 28, 29, 111, 8]",0
13,P269,,,"[16.835016835016834, 16.96592676374947, 17.337031900138697, 16.602677181695547, 16.22259364860879, 17.084282460136677, 16.599232285506794, 17.43425831759407, 17.038193951441144, 16.30730204747237, 16.315633343221595, 16.603415559772298, 16.928657799274486, 17.21170395869191, 16.78053457988733, 16.73115131234968, 16.741655331170872, 16.689266715343695, 16.17171420170538, 16.302736883707144, 17.01258931609391, 16.53087731727477, 17.085255424568597, 17.250301880282905, 16.286644951140065, 16.69250029808036, 16.82085786375105, 16.903789266093817, 16.381933068102036, 16.556291390728475, 16.528925619834713, 16.655100624566273]",,,2015-09-28,5,,No surface found in dict,CKK,,12,32,,,,,"[3.2, 8.7, 3.9]",3,,,Pui Kwan Kay,,,4,2015-09-28 06:30:00,,"[16.602677181695547, 16.599232285506794, 16.73115131234968, 16.741655331170872, 16.689266715343695]",H/SR/TT,5,"[('20141026_113', None), ('20130623_716', None), ('20150429_571', None), ('20150617_700', None), ('20140706_761', None), ('20150101_272', None), ('20150531_653', None), ('20131127_193', None), ('20131006_58', None), ('20150906_1', None), ('20130915_19', None), ('20150916_29', None), ('20150225_412', None), ('20130612_689', None), ('20140430_584', None), ('20150325_487', None), ('20140601_669', None), ('20141115_159', None), ('20141217_243', None), ('20141015_85', None), ('20131218_249', None), ('20131027_113', None), ('20131012_77', None), ('20130428_570', None), ('20150520_626', None), ('20140226_427', None), ('20140615_707', None), ('20150329_495', None), ('20130529_653', None), ('20140921_22', None), ('20140212_391', None), ('20140111_317', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1600,ORIENTAL FANTASIA,,0,,"[16.835016835016834, 16.96592676374947, 17.337031900138697, 16.602677181695547, 16.22259364860879, 17.084282460136677, 16.599232285506794, 17.43425831759407, 17.038193951441144, 16.30730204747237, 16.315633343221595, 16.603415559772298, 16.928657799274486, 17.21170395869191, 16.78053457988733, 16.73115131234968, 16.741655331170872, 16.689266715343695, 16.17171420170538, 16.302736883707144, 17.01258931609391, 16.53087731727477, 17.085255424568597, 17.250301880282905]",,,TYS,0,"[12, 9, 2, 21, 31, 6, 22, 1, 7, 28, 27, 20, 10, 4, 14, 16, 15, 18, 32, 29, 8, 24, 5, 3, 30, 17, 13, 11, 26, 23, 25, 19]","[10, 81, 17, 11, 21, 31, 4, 28, 55, 15, 32, 20, 11, 24, 77, 21, 14, 32, 63, 14, 32, 24, 21, 31, 15, 6, 21, 84, 11, 14, 31]",0
11,T045,,,"[17.052721330112263, 16.7986561075114, 16.89902830587241, 16.699137211244086, 16.88951442646024]",,,2015-09-28,4,,No surface found in dict,YML,,15,5,,,,,"[78.0, 99.0, 99.0]",+1,,,So Fuk Lam,,,3,2015-09-28 06:00:00,,"[17.052721330112263, 16.89902830587241, 16.699137211244086, 16.88951442646024]",H,4,"[('20150607_673', None), ('20150318_471', None), ('20150913_24', None), ('20150415_535', None), ('20150513_612', None)]",,0,,,"[0, 0, 0, 0, 0]",,1200,CONSISTENT,,0,,"[17.052721330112263, 16.7986561075114, 16.89902830587241, 16.699137211244086, 16.88951442646024]",,,YTP,0,"[1, 4, 2, 5, 3]","[98, 25, 28, 28]",0
8,T334,,,"[17.265193370165747, 17.427675148135236, 17.37015806843842]",,,2015-09-28,4,,No surface found in dict,STH,,103,3,,,,,"[28.0, 15.0, 5.2]",+1,,,Kenneth Shi Ho Ming,,,3,2015-09-28 06:00:00,,,H,0,"[('20150531_654', None), ('20150617_703', None), ('20150516_617', None)]",,0,,,"[0, 0, 0]",,1200,MR RIGHT,,0,,"[17.265193370165747, 17.427675148135236, 17.37015806843842]",,,HL,0,"[3, 1, 2]","[17, 15]",0
9,N265,,,"[16.92333728211203, 17.397355601948504, 17.167381974248926, 17.10863986313088, 17.23543605653223, 17.271157167530227, 17.135023989033584, 17.274140611504578, 17.265193370165747, 17.214666896195556, 17.208742040956807, 17.208742040956807, 17.259233690024164, 17.196904557179707, 17.28608470181504, 17.155601303825698, 17.238407171177382, 16.989466530750935, 17.072129748186086, 17.373175816539263, 17.081850533807827, 17.340038148083924, 17.349063150589867, 17.24435247456458, 17.17327837884252, 17.18213058419244, 17.385257301808064, 17.208742040956807, 17.271157167530227, 17.18213058419244, 17.38828029907842, 17.24137931034483, 16.98081168279844, 17.34304543877905, 17.289073305670815, 17.22949689869056, 17.301038062283737, 17.23543605653223, 17.12035610340695, 17.103762827822123, 16.826518593303046, 17.14089818306479, 16.826923076923077, 16.812777711060406, 17.583963425356075, 16.910935738444195, 16.98994761432819, 17.07698875764907, 17.537706068046298]",,,2015-09-28,4,,No surface found in dict,CML,,12,49,,,,,"[7.7, 16.0, 55.0]",+1,,,Maria Teresa Chu,,,3,2015-09-28 06:00:00,,"[17.167381974248926, 17.072129748186086, 17.081850533807827, 17.103762827822123, 16.910935738444195, 16.98994761432819, 17.07698875764907]",B,7,"[('20121128_195', None), ('20130522_629', None), ('20141112_152', None), ('20150121_332', None), ('20130414_526', None), ('20121219_256', None), ('20150603_665', None), ('20150627_729', None), ('20140625_734', None), ('20141022_105', None), ('20141203_205', None), ('20150401_506', None), ('20150128_349', None), ('20121014_90', None), ('20131127_193', None), ('20150617_703', None), ('20140914_5', None), ('20121110_149', None), ('20130626_723', None), ('20140305_445', None), ('20141029_123', None), ('20120527_645', None), ('20150225_413', None), ('20130120_326', None), ('20140430_585', None), ('20140105_297', None), ('20150513_609', None), ('20150708_762', None), ('20140601_668', None), ('20130310_443', None), ('20150422_556', None), ('20131218_249', None), ('20130508_596', None), ('20141126_188', None), ('20140122_343', None), ('20130220_402', None), ('20140924_32', None), ('20130313_455', None), ('20120624_716', None), ('20140402_519', None), ('20130106_293', None), ('20130424_554', None), ('20120923_43', None), ('20150311_451', None), ('20150107_294', None), ('20150916_32', None), ('20120409_532', None), ('20120506_597', None), ('20140212_391', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1200,HIGHLAND DRAGON,,4,,"[16.92333728211203, 17.397355601948504, 17.167381974248926, 17.10863986313088, 17.23543605653223, 17.271157167530227, 17.135023989033584, 17.274140611504578, 17.265193370165747, 17.214666896195556, 17.208742040956807, 17.208742040956807, 17.259233690024164, 17.28608470181504, 17.155601303825698, 17.238407171177382, 16.989466530750935, 17.072129748186086, 17.373175816539263, 17.081850533807827, 17.340038148083924, 17.349063150589867, 16.98081168279844, 17.34304543877905, 17.289073305670815, 17.22949689869056, 17.301038062283737, 17.23543605653223, 17.12035610340695, 17.103762827822123, 16.826518593303046, 17.14089818306479, 16.826923076923077]",,,WS,0,"[45, 3, 32, 37, 21, 14, 35, 13, 16, 24, 25, 25, 17, 28, 12, 33, 20, 43, 41, 6, 39, 9, 7, 18, 31, 29, 5, 25, 14, 29, 4, 19, 44, 8, 11, 23, 10, 21, 36, 38, 48, 34, 47, 49, 1, 46, 42, 40, 2]","[70, 11, 10, 14, 21, 21, 21, 21, 14, 28, 7, 14, 35, 7, 14, 14, 7, 28, 10, 81, 24, 32, 28, 28, 21, 21, 17, 18, 21, 154, 35, 14, 14, 10, 32, 3, 18, 31, 14, 18, 21, 18, 27, 21, 91, 28, 21, 27]",0
10,T081,,,"[17.057569296375267, 17.353579175704986, 17.219113215669395, 17.31102135025967, 16.503300660132027, 16.294686944499308, 16.612968183648814, 16.920473773265652, 17.40139211136891, 17.331022530329292, 17.157563625965114, 16.880011253340836, 17.391304347826086, 17.02127659574468]",,,2015-09-28,4,,No surface found in dict,TEK,,15,14,,,,,"[7.4, 2.7, 3.2]",1,,,Survivor Syndicate,,,3,2015-09-28 06:00:00,,"[17.057569296375267, 17.353579175704986, 17.219113215669395, 17.31102135025967, 16.920473773265652, 17.40139211136891, 17.331022530329292, 17.157563625965114, 16.880011253340836, 17.02127659574468]",P/XB,10,"[('20150412_527', None), ('20150705_751', None), ('20141220_251', None), ('20150527_646', None), ('20150110_303', None), ('20150125_339', None), ('20141130_197', None), ('20150419_548', None), ('20150301_422', None), ('20150627_729', None), ('20150913_24', None), ('20150506_592', None), ('20150321_480', None), ('20150607_675', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1200,MODERN FORTUNE,,0,,"[17.057569296375267, 17.353579175704986, 17.219113215669395, 17.31102135025967, 16.503300660132027, 16.294686944499308, 16.612968183648814, 16.920473773265652, 17.40139211136891, 17.331022530329292, 17.157563625965114, 16.880011253340836, 17.391304347826086, 17.02127659574468]",,,SJJ,0,"[8, 3, 6, 5, 13, 14, 12, 10, 1, 4, 7, 11, 2, 9]","[70, 8, 20, 11, 21, 17, 7, 22, 20, 35, 15, 21, 20]",0
7,T023,,,"[16.32208922742111, 17.059994313335228, 16.567720557779925]",,,2015-09-28,4,,No surface found in dict,HCY,,191,4,,,,,"[0.0, 99.0, 99.0]",+1,,,Chinawood Syndicate,,,3,2015-09-28 06:00:00,,"[16.32208922742111, 17.059994313335228, 16.567720557779925]",H1,4,"[('20150321_480', None), ('20150104_287', None), ('20150121_330', None)]",,0,,,"[0, 0, 0]",,1200,HAY GO LUCKY,,0,,"[16.32208922742111, 17.059994313335228, 16.567720557779925]",,,LKW,0,"[3, 1, 2]","[59, 17, 28]",0
6,T029,,,,,,2015-09-28,4,,No surface found in dict,SCC,,,0,,,,,,+1,,,Simon Tam Ngak Chou & Tam Hin Chi,,,3,2015-09-28 06:00:00,,,,0,,,0,,,,,1200,HO HO FEEL,,0,,,,,YCH,0,,,0
5,S356,,,,,,2015-09-28,4,,No surface found in dict,LWM,,,0,,,,,,+1,,,Cheung Tin Chai & Cheung Shu Yan,,,3,2015-09-28 06:00:00,,,B1,0,,,0,,,,,1200,FILL POWER,,0,,,,,CCW,0,,,0
12,N218,,,"[16.165376702263153, 17.07455890722823, 16.98204754973314, 16.636418632788867, 16.663300343364977, 17.18213058419244, 16.504951485445634, 16.666666666666668, 17.21664275466284, 16.597510373443985, 16.74641148325359, 16.259361450532126, 17.011624610150268, 16.924564796905223, 16.486810551558754, 16.022528646339094, 17.023691303731027, 16.399960242520624, 17.13796058269066, 17.233950883239984, 17.14040851306956, 17.38223535546671, 17.333525928065868, 17.098888572242803, 17.167381974248926, 17.162471395881006, 17.22949689869056, 17.34304543877905, 17.050298380221655, 16.42421398404505, 16.654770402093742, 16.901408450704224, 17.27364329926587, 16.214622641509433, 17.172295363480252, 17.038193951441144, 16.769144773616546, 17.23147616312464, 17.261219792865365, 17.338534893801476, 17.739932588256167, 17.086715079026057, 16.997167138810198, 16.670635865682303, 16.77617782748497, 16.941973739940703, 17.174753112924, 16.357688113413303, 16.799664006719865, 16.75643327348893, 16.6369578134284, 16.12614226841068, 16.442297811119104, 16.32855022266205, 15.985790408525755, 15.960533952408591, 16.220600162206]",,,2015-09-28,4,,No surface found in dict,TON,,12,57,,,,,"[14.0, 42.0, 93.0]",1,,,Deborah Ho,,,3,2015-09-28 06:00:00,,"[17.07455890722823, 17.18213058419244, 17.21664275466284, 17.011624610150268, 17.023691303731027, 17.13796058269066, 17.233950883239984, 17.14040851306956, 17.333525928065868, 17.098888572242803, 17.167381974248926, 17.162471395881006, 17.050298380221655, 16.901408450704224, 17.27364329926587, 17.172295363480252, 17.038193951441144, 16.769144773616546, 17.23147616312464, 17.261219792865365, 17.338534893801476, 17.086715079026057, 16.997167138810198, 16.77617782748497, 16.941973739940703, 17.174753112924, 16.799664006719865]",TT,27,"[('20141112_154', None), ('20150104_286', None), ('20130317_461', None), ('20121017_93', None), ('20131215_242', None), ('20140413_547', None), ('20131103_132', None), ('20150419_548', None), ('20150315_461', None), ('20121118_168', None), ('20140421_569', None), ('20131201_203', None), ('20130420_545', None), ('20140521_640', None), ('20150128_348', None), ('20130306_436', None), ('20120429_575', None), ('20150712_771', None), ('20131016_85', None), ('20150701_741', None), ('20150301_423', None), ('20130217_389', None), ('20150621_711', None), ('20140208_382', None), ('20150906_5', None), ('20140111_320', None), ('20130501_577', None), ('20131229_277', None), ('20130701_734', None), ('20141126_187', None), ('20150527_649', None), ('20130106_290', None), ('20130518_621', None), ('20131009_69', None), ('20141015_89', None), ('20131120_178', None), ('20121216_241', None), ('20140924_34', None), ('20140326_503', None), ('20150607_675', None), ('20140611_698', None), ('20121125_186', None), ('20121028_122', None), ('20130915_22', None), ('20150321_480', None), ('20150916_31', None), ('20130112_306', None), ('20120613_686', None), ('20140309_457', None), ('20140917_13', None), ('20140701_755', None), ('20120708_746', None), ('20140219_411', None), ('20130612_686', None), ('20140202_364', None), ('20150211_384', None), ('20121222_260', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1200,HURRY HURRY UP,,5,,"[16.165376702263153, 17.07455890722823, 16.98204754973314, 16.636418632788867, 16.663300343364977, 17.18213058419244, 16.504951485445634, 16.666666666666668, 17.21664275466284, 16.597510373443985, 16.74641148325359, 16.259361450532126, 17.011624610150268, 16.924564796905223, 16.486810551558754, 16.022528646339094, 17.023691303731027, 16.399960242520624, 17.13796058269066, 17.233950883239984, 17.14040851306956, 17.38223535546671, 17.333525928065868, 17.098888572242803, 17.167381974248926, 17.162471395881006, 17.22949689869056, 17.34304543877905, 17.050298380221655, 16.42421398404505, 16.654770402093742, 16.901408450704224, 17.27364329926587, 16.214622641509433, 17.172295363480252, 17.038193951441144, 16.769144773616546, 17.23147616312464, 17.261219792865365, 17.338534893801476, 17.739932588256167, 17.086715079026057, 16.442297811119104, 16.32855022266205, 15.985790408525755, 15.960533952408591, 16.220600162206]",,,FC,0,"[53, 21, 27, 41, 38, 12, 43, 37, 11, 42, 35, 50, 25, 29, 44, 55, 24, 47, 18, 8, 17, 2, 5, 19, 15, 16, 10, 3, 22, 46, 39, 30, 6, 52, 14, 23, 33, 9, 7, 4, 1, 20, 26, 36, 32, 28, 13, 48, 31, 34, 40, 54, 45, 49, 56, 57, 51]","[10, 56, 11, 10, 14, 11, 38, 29, 6, 14, 18, 14, 24, 39, 14, 28, 21, 7, 78, 20, 21, 30, 8, 18, 17, 18, 11, 6, 22, 13, 14, 14, 11, 17, 18, 7, 24, 76, 19, 25, 17, 11, 34, 11, 17, 36, 6, 15, 6, 21, 7, 21, 11, 101, 25, 45]",4
4,T283,,,"[17.00921332388377, 17.038193951441144, 17.190991920233795]",,,2015-09-28,4,,No surface found in dict,WD,,89,3,,,,,"[18.0, 91.0, 13.0]",+1,,,Chow Yun Sheung,,,3,2015-09-28 06:00:00,,"[17.00921332388377, 17.038193951441144]",B-/H1/TT,2,"[('20150524_634', None), ('20150614_689', None), ('20150701_736', None)]",,0,,,"[0, 0, 0]",,1200,DRAGON HARMONY,,0,,,,,JM,0,"[3, 2, 1]","[17, 21]",0
3,T073,,,"[16.6689818030282, 17.023691303731027, 17.177211565989122, 16.822879115597214, 17.37015806843842, 17.439832577607255, 17.38828029907842, 17.488632388947185]",,,2015-09-28,4,,No surface found in dict,PZ,,19,9,,,,,"[1.7, 3.3, 20.0]",+1,,,Chan Kam Hung,,,3,2015-09-28 06:00:00,,"[16.6689818030282, 17.023691303731027, 17.177211565989122]",B2/TT,3,"[('20150909_15', None), ('20150207_374', None), ('20141228_263', None), ('20150412_528', None), ('20150201_356', None), ('20150509_601', None), ('20150617_701', None), ('20150708_760', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0]",,1200,MASSIVE MOVE,,0,,"[16.6689818030282, 17.023691303731027, 17.177211565989122, 16.822879115597214, 17.37015806843842, 17.439832577607255, 17.38828029907842, 17.488632388947185]",,,GR,0,"[8, 6, 5, 7, 4, 2, 3, 1]","[63, 21, 39, 27, 64, 6, 35, 28]",0
