l3odds,horsecode,jockey_id,todaysrating,all_runs,min_surf,avg_spds,timelist,isMaiden,race_id,mean_surf,racedate,raceclass,previouswins_d,racesurface,jockeycode,marginsbehindleader,max_d,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,horsenumber,previouswins_surf,priority,racecoursecode,previousruns_cl,ownername,max_car,min_d,trackvariant,racenumber,max_cl,runners_list,owner_id,prev_avg_spds_d,previouswins_cl,min_cl,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,mean_cl,jtohweights_h,raceday_id,lastwonat,trainername,min_car,racedistance,horsename,horse_url,previous_rp_aggs,previouswins_car,places_daysoff,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,utcracetime,mean_d,ranked_avgspds,dayssincelastrun_h,mean_car,previousruns_surf,max_surf,career_roi
"[61.0, 13.0, 21.0]",T135,,,11<8<9<7<5,16.98994761432819,"[16.97792869269949, 17.310022503029252, 16.903789266093817, 16.863406408094434, 16.98994761432819]",,,,,2015-10-01,4,0,A+3,LDE,,,109,5,G,,,,14,0,1,ST,5,Jeffery Yau Chi Kit,17.310022503029252,,,5,17.310022503029252,,,,0,16.863406408094434,TT,0,"[('20150614_691', (117, 11)), ('20150516_617', (122, 8)), ('20150419_545', (121, 9)), ('20150315_460', (125, 7)), ('20150221_403', (125, 5))]",,0,,,,,,,,16.863406408094434, 1400,TRACKER,,,0,"11>(29d),8>(27d),9>(35d),7>(22d)","[16.97792869269949, 17.310022503029252, 16.903789266093817, 16.863406408094434, 16.98994761432819]",,,OSP,0,2015-10-01 07:00:00,,"[3, 1, 4, 5, 2]","[29, 27, 35, 22]",,1,16.98994761432819,-100.0
"[32.0, 9.4, 14.0]",P158,,,7<5<3<4<4<3<5<8<2<6<5<7<1<1<5<1<11<1<1<2<1<4,,"[16.99235344095157, 17.135862913096695, 17.44693224774644, 17.421602787456447, 17.133765756945294, 16.85122773230621, 17.224409448818896, 17.169487368162862, 17.165277096615988, 17.041996348143638, 16.783803629497534, 17.002671848433323, 17.110730872647277, 16.967640286025937, 16.997769042813133, 16.893930252202242, 16.700465227245616, 17.02955844787739, 17.00060716454159, 16.922519037833915]",,,,,2015-10-01,0,0,A+3,FRA,,,18,20,G,,,,14,0,,ST,6,Dr Eddy Fong Ching,17.44693224774644,,,9,17.44693224774644,,,,1,17.110730872647277,,0,"[('20130505_503', (115, 1)), ('20141005_026', (113, 2)), ('20140202_339', (113, 1)), ('20140517_478', (114, 5)), ('20150531_661', (117, 3)), ('20150308_408', (128, 4)), ('20140921_636', (121, 6)), ('20130401_410', (131, 2)), ('20131201_118', (129, 1)), ('20150418_448', (128, 4)), ('20150101_165', (118, 5)), ('20130623_589', (121, 1)), ('20141115_063', (129, 8)), ('20140301_369', (117, 1)), ('20140316_442', (126, 7)), ('20150913_027', (125, 7)), ('20150221_280', (129, 3)), ('20131027_722', (131, 11)), ('20140119_210', (126, 5)), ('20150614_696', (118, 5))]",,0,,,,,,,,16.700465227245616, 1400,SUPER LIFELINE,,,6,"7>(91d),5>(14d),3>(43d),4>(41d),4>(15d),3>(51d),5>(47d),8>(41d),2>(14d),6>(127d),5>(62d),7>(15d),1>(27d),1>(14d),5>(49d),1>(35d),11>(126d),1>(49d),1>(34d)","[17.135862913096695, 17.44693224774644, 17.133765756945294, 17.224409448818896, 17.165277096615988, 17.110730872647277]",,,MA,0,2015-10-01 09:10:00,,"[14, 6, 1, 2, 7, 18, 3, 4, 5, 9, 19, 11, 8, 15, 13, 17, 20, 10, 12, 16]","[91, 14, 43, 41, 15, 51, 47, 41, 14, 127, 62, 15, 27, 14, 49, 35, 126, 49, 34]",,0,,483.0
"[5.5, 7.2, 7.1]",S305,,,7<2<8<4<7<5<11<11<4<7<1<4<1<8<3<3,17.1257314114457,"[17.169838317355843, 17.17967072297781, 16.45123384253819, 17.253774263120057, 16.49484536082474, 16.963528413910094, 17.0261066969353, 16.88577976118683, 17.1257314114457, 17.1257314114457, 17.23147616312464, 17.293558149589277, 17.291066282420747, 16.89427002674926, 17.724211272598367, 17.639795378373613]",,,,,2015-10-01,3,0,A+3,MOJ,,,18,16,G,,,,14,0,+1,ST,11,Gerald Siu Chi Shing,17.724211272598367,,,6,17.293558149589277,,,,1,16.45123384253819,B,0,"[('20150125_341', (121, 7)), ('20150415_539', (123, 11)), ('20150712_769', (132, 2)), ('20140618_715', (127, 3)), ('20150520_631', (119, 7)), ('20140706_764', (127, 8)), ('20141228_270', (116, 1)), ('20150221_406', (121, 4)), ('20150321_486', (122, 11)), ('20140510_613', (125, 3)), ('20150506_596', (119, 5)), ('20141109_141', (126, 1)), ('20150621_715', (105, 8)), ('20150913_026', (118, 7)), ('20150607_680', (118, 4)), ('20141130_199', (116, 4))]",,0,,,,,,,,16.45123384253819, 1200,SHINING CHAMPION,,,2,"7>(63d),2>(21d),8>(14d),4>(18d),7>(14d),5>(21d),11>(25d),11>(28d),4>(27d),7>(28d),1>(28d),4>(21d),1>(126d),8>(18d),3>(39d)","[17.169838317355843, 16.45123384253819, 17.253774263120057, 16.49484536082474, 16.963528413910094, 17.0261066969353, 16.88577976118683, 17.1257314114457, 17.1257314114457, 17.23147616312464, 17.293558149589277]",,,SJJ,0,2015-10-01 07:30:00,,"[8, 7, 16, 5, 15, 12, 11, 14, 9, 9, 6, 3, 4, 13, 1, 2]","[63, 21, 14, 18, 14, 21, 25, 28, 27, 28, 28, 21, 126, 18, 39]",,2,17.253774263120057,-53.125
"[11.0, 15.0, 9.6]",P031,,,5<11<8<12<4<9<9<2<1<11<12<4<3<3<4<1<1<1<1<2<1,17.003188097768334,"[17.02127659574468, 16.877637130801688, 17.10028093318676, 16.488046166529266, 17.809439002671418, 16.990291262135923, 16.92763436309776, 17.281817059622266, 17.04121844711897, 17.073170731707318, 16.12513101668951, 17.003188097768334, 16.96969696969697, 16.692749087115285, 17.18634912840658, 16.887816646562122, 17.073170731707318, 16.938898971566847, 16.990291262135923, 16.857314870559904, 16.93002257336343]",,,,,2015-10-01,0,0,A+3,LDE,,,18,21,G,,,,12,0,,ST,5,Carmen Chan Wing Yee & Chan Fut Yan,17.809439002671418,,,7,17.809439002671418,,,,0,16.96969696969697,B2/TT,0,"[('20150712_775', (128, 11)), ('20130428_567', (124, 1)), ('20140101_293', (113, 3)), ('20150125_344', (126, 9)), ('20130224_415', (116, 1)), ('20130915_025', (120, 4)), ('20141130_201', (125, 1)), ('20130112_310', (133, 2)), ('20130707_760', (124, 1)), ('20131124_189', (124, 3)), ('20140119_339', (126, 4)), ('20121202_203', (126, 1)), ('20150308_448', (133, 9)), ('20150524_644', (123, 12)), ('20140316_479', (126, 12)), ('20150101_280', (120, 2)), ('20150913_027', (125, 5)), ('20150614_696', (122, 8)), ('20130616_703', (115, 1)), ('20141012_084', (133, 11)), ('20150407_522', (125, 4))]",,0,,,,,,,,16.12513101668951, 1000,ALL YOU WISH,,,6,"5>(63d),11>(28d),8>(21d),12>(47d),4>(30d),9>(42d),9>(24d),2>(32d),1>(49d),11>(210d),12>(56d),4>(18d),3>(38d),3>(70d),4>(70d),1>(21d),1>(49d),1>(63d),1>(43d),2>(41d)","[17.10028093318676, 17.809439002671418, 16.990291262135923, 17.281817059622266, 16.96969696969697]",,,YCH,0,2015-10-01 08:00:00,,"[8, 17, 4, 20, 1, 10, 15, 2, 7, 5, 21, 9, 12, 19, 3, 16, 5, 13, 10, 18, 14]","[63, 28, 21, 47, 30, 42, 24, 32, 49, 210, 56, 18, 38, 70, 70, 21, 49, 63, 43, 41]",,2,17.073170731707318,47.61904761904761
"[20.0, 68.0, 32.0]",S346,,,4<13<9<9<14<9<8<4<11,16.573441060700226,"[16.843118383060634, 16.491067338524964, 15.99616092137887, 16.60612350804359, 15.844094113919036, 16.573441060700226, 15.78871824314626, 16.194331983805668, 16.408573479643113]",,,,,2015-10-01,4,0,A+3,CYT,,,12,9,G,,,,11,0,1,ST,9,Peter Lee Kwok Wah,16.843118383060634,,,3,16.843118383060634,,,,0,15.78871824314626,B,0,"[('20150407_515', (128, 14)), ('20150712_772', (116, 13)), ('20150919_039', (114, 4)), ('20150125_338', (128, 4)), ('20150701_742', (121, 9)), ('20150329_500', (126, 9)), ('20150110_306', (130, 11)), ('20150225_414', (131, 8)), ('20150614_694', (124, 9))]",,0,,,,,,,,15.78871824314626, 1600,FORTUNE GIGGLES,,,0,"4>(69d),13>(11d),9>(17d),9>(68d),14>(9d),9>(32d),8>(31d),4>(15d)","[16.843118383060634, 16.491067338524964, 15.99616092137887, 16.60612350804359, 15.844094113919036, 16.573441060700226, 15.78871824314626, 16.194331983805668, 16.408573479643113]",,,TYS,0,2015-10-01 06:00:00,,"[1, 4, 7, 2, 8, 3, 9, 6, 5]","[69, 11, 17, 68, 9, 32, 31, 15]",,1,16.573441060700226,-100.0
"[12.0, 8.6, 14.0]",P358,,,6<8<8<11<5<6<3<6<5<2<4<3<4<1<4<2<1<3<5,16.501650165016503,"[16.22738001573564, 16.315633343221595, 15.946651203247317, 16.01514158841086, 16.217677268222364, 16.220600162206, 16.246953696181965, 15.954746537094787, 16.285171446666062, 16.643550624133148, 16.842105263157894, 16.79437388474861, 16.501650165016503, 16.59125188536953, 16.16234174373709, 16.251354279523294, 16.144945735043503, 16.272189349112423, 16.77651288196525]",,,,,2015-10-01,3,0,A+3,CKK,,,99,19,G,,,,9,0,1,ST,15,Lee Ching Yiu,16.842105263157894,,,2,16.842105263157894,,,,1,15.946651203247317,H-/B2/TT,0,"[('20140409_543', (116, 1)), ('20141001_049', (126, 2)), ('20150412_530', (122, 11)), ('20131117_164', (124, 5)), ('20141119_173', (120, 5)), ('20140504_602', (124, 4)), ('20150204_372', (121, 6)), ('20150107_297', (124, 3)), ('20140305_450', (118, 4)), ('20140115_328', (127, 1)), ('20150506_595', (120, 8)), ('20140205_380', (114, 2)), ('20140601_672', (124, 3)), ('20150304_438', (126, 5)), ('20131204_216', (125, 3)), ('20140628_749', (124, 4)), ('20150624_723', (120, 6)), ('20150603_669', (118, 8)), ('20141203_211', (125, 6))]",,0,,,,,,,,15.946651203247317, 1800,REDWOOD BABY,,,2,"6>(21d),8>(28d),8>(24d),11>(39d),5>(28d),6>(28d),3>(35d),6>(14d),5>(49d),2>(95d),4>(27d),3>(28d),4>(25d),1>(35d),4>(28d),2>(21d),1>(42d),3>(17d)","[16.315633343221595, 15.946651203247317, 16.01514158841086, 16.217677268222364, 16.220600162206, 16.246953696181965, 15.954746537094787, 16.285171446666062, 16.643550624133148, 16.842105263157894, 16.79437388474861, 16.501650165016503, 16.59125188536953, 16.16234174373709, 16.251354279523294]",,,SCS,0,2015-10-01 05:30:00,,"[12, 7, 19, 17, 14, 13, 11, 18, 8, 4, 1, 2, 6, 5, 15, 10, 16, 9, 3]","[21, 28, 24, 39, 28, 28, 35, 14, 49, 95, 27, 28, 25, 35, 28, 21, 42, 17]",,2,16.79437388474861,-74.73684210526315
"[20.0, 72.0, 39.0]",S188,,,9<13<9<9<9<9<6<6<4<8<6<12<6,,"[16.589583752262218, 16.32208922742111, 16.666666666666668, 16.232169208066896, 16.51073197578426, 16.294686944499308, 16.56695812241141, 16.270451053059748, 16.318860646820294, 16.411378555798684, 16.647591301633543, 16.42635517430188, 16.75217254737724]",,,,,2015-10-01,3,0,A+3,HCY,,,88,13,G,,,,8,0,1,ST,9,Siu Pak Kwan,16.75217254737724,,,2,16.666666666666668,,,,0,16.232169208066896,B/TT,0,"[('20150125_342', (127, 9)), ('20150325_494', (125, 9)), ('20150705_754', (119, 9)), ('20141119_173', (127, 6)), ('20140611_702', (118, 8)), ('20140216_407', (117, 6)), ('20150107_300', (122, 9)), ('20140301_444', (122, 12)), ('20140316_481', (123, 6)), ('20150509_603', (123, 13)), ('20141019_100', (133, 4)), ('20141214_234', (131, 6)), ('20150215_396', (128, 9))]",,0,,,,,,,,16.232169208066896, 1800,DALWARI,,,0,"9>(57d),13>(45d),9>(38d),9>(21d),9>(18d),9>(24d),6>(25d),6>(31d),4>(130d),8>(87d),6>(15d),12>(13d)","[16.589583752262218, 16.32208922742111, 16.666666666666668, 16.232169208066896, 16.51073197578426, 16.294686944499308, 16.56695812241141, 16.270451053059748, 16.318860646820294]",,,CAS,0,2015-10-01 05:30:00,,"[4, 9, 2, 13, 6, 11, 5, 12, 10, 8, 3, 7, 1]","[57, 45, 38, 21, 18, 24, 25, 31, 130, 87, 15, 13]",,0,,-100.0
"[57.0, 4.6, 5.2]",S332,,,11<11<5<9<3<1<1<1<9<12<12<13,16.65799062988027,"[16.53063332988945, 16.273393002441008, 16.612828795569914, 16.391949731354156, 16.769730636201658, 16.423357664233578, 16.329492878526715, 16.65799062988027, 16.21183463928668, 16.15508885298869, 16.42204659755722, 16.762452107279696]",,,,,2015-10-01,3,0,A+3,TEK,,,18,12,G,,,,5,1,1,ST,5,Sanjeev Tikam Mahtani,16.769730636201658,,,2,16.769730636201658,,,,0,16.273393002441008,,0,"[('20141102_131', (133, 13)), ('20150426_565', (126, 9)), ('20141123_181', (127, 12)), ('20150516_623', (124, 5)), ('20150913_028', (121, 11)), ('20141115_162', (130, 12)), ('20150531_655', (124, 11)), ('20150118_323', (123, 1)), ('20150215_392', (128, 1)), ('20150407_521', (122, 3)), ('20150308_444', (133, 1)), ('20141203_210', (125, 9))]",,0,,,,,,,,16.15508885298869, 1800,SERGEANT TITANIUM,,,3,"11>(105d),11>(15d),5>(20d),9>(19d),3>(30d),1>(21d),1>(28d),1>(46d),9>(10d),12>(8d),12>(13d)","[16.53063332988945, 16.273393002441008, 16.612828795569914, 16.391949731354156, 16.769730636201658]",,,SJJ,0,2015-10-01 05:30:00,,"[5, 10, 4, 8, 1, 6, 9, 3, 11, 12, 7, 2]","[105, 15, 20, 19, 30, 21, 28, 46, 10, 8, 13]",,1,16.65799062988027,1.6666666666666607
"[86.0, 99.0, 51.0]",T187,,,3<9<8<10<13,16.378674965195316,"[16.378674965195316, 17.00060716454159, 16.377171215880892, 16.045510903653998, 16.39920346726016]",,,,,2015-10-01,3,0,A+3,MG,,,88,5,G,,,,1,0,1,ST,0,Kameny Wong Kam Man,17.00060716454159,,,2,,,,,0,,B/TT,0,"[('20150419_547', (112, 10)), ('20150603_670', (120, 8)), ('20150207_382', (119, 13)), ('20150705_756', (112, 3)), ('20150627_735', (115, 9))]",,0,,,,,,,,16.045510903653998, 1800,PREMIUM CHAMPION,,,0,"3>(8d),9>(24d),8>(45d),10>(71d)",,,,FC,0,2015-10-01 05:30:00,,"[3, 1, 4, 5, 2]","[8, 24, 45, 71]",,1,16.378674965195316,-100.0
"[7.8, 11.0, 5.6]",N234,,,5<5<9<8<5<7<5<10<7<10<11<0<5<6<2<7<4<5<8<5<12<7<5<4<11<9<9<5<6<4<2<11<8<8<8<3<14<10,16.69250029808036,"[16.80672268907563, 16.81075888568684, 16.869502349680687, 16.62133575098217, 16.73040152963671, 16.863406408094434, 16.644869813339675, 16.778523489932887, 16.959418534221683, 17.248814144027598, 16.69250029808036, 16.748414882162937, 16.26577287066246, 16.908212560386474, 16.835016835016837, 16.690269067367996, 17.236426314277505, 17.123287671232877, 17.265193370165747, 16.5929203539823, 17.123287671232877, 17.064846416382256, 17.308524448290783, 17.338534893801476, 16.45392899880335, 17.31102135025967, 17.08914839077186, 17.174753112924, 17.31102135025967, 17.51824817518248, 16.760445348976415, 17.152658662092627, 17.16001716001716, 16.849199663016005, 17.308524448290783, 15.943877551020408, 16.74641148325359]",,,,,2015-10-01,4,0,A+3,SCC,,,12,38,G,,,,14,0,+1,ST,8,Leung Kai Fai,17.51824817518248,,,4,16.869502349680687,,,,0,16.62133575098217,B/TT,0,"[('20140525_655', (121, 0)), ('20130915_026', (131, 12)), ('20130407_515', (121, 11)), ('20130320_473', (123, 9)), ('20120516_626', (115, 3)), ('20131103_133', (130, 5)), ('20130127_351', (126, 6)), ('20120916_028', (129, 8)), ('20140416_563', (124, 6)), ('20150221_411', (119, 11)), ('20150614_693', (127, 5)), ('20150308_446', (115, 10)), ('20131208_221', (128, 8)), ('20120318_486', (126, 14)), ('20150701_740', (123, 9)), ('20150621_711', (127, 8)), ('20140510_619', (118, 5)), ('20140208_387', (126, 5)), ('20140223_425', (119, 4)), ('20140316_476', (125, 7)), ('20121114_165', (124, 2)), ('20150919_038', (117, 5)), ('20130701_738', (118, 7)), ('20140330_518', (118, 2)), ('20120226_434', (130, 10)), ('20150509_601', (127, 7)), ('20121006_073', (129, 8)), ('20121216_249', (123, 4)), ('20130302_433', (124, 9)), ('20150906_006', (121, 5)), ('20150407_516', (130, 10)), ('20130217_398', (121, 5)), ('20150426_562', (130, 5)), ('20121028_129', (127, 11)), ('20150321_486', (113, 7)), ('20120701_728', (126, 8)), ('20130505_591', (115, 4)), ('20130529_653', (132, 5))]",,0,,,,,,,,15.943877551020408, 1200,MASQUERADER,,,0,"5>(13d),5>(67d),9>(10d),8>(7d),5>(36d),7>(13d),5>(19d),10>(17d),7>(13d),10>(15d),11>(272d),5>(24d),6>(17d),2>(14d),7>(21d),4>(15d),5>(62d),8>(35d),5>(49d),12>(76d),7>(33d),5>(24d),4>(28d),11>(18d),9>(18d),9>(13d),5>(21d),6>(42d),4>(32d),2>(17d),11>(22d),8>(20d),8>(77d),8>(46d),3>(59d),14>(21d)","[16.80672268907563, 16.81075888568684, 16.869502349680687, 16.62133575098217, 16.73040152963671, 16.863406408094434, 16.644869813339675, 16.778523489932887]",,,SA,0,2015-10-01 06:30:00,,"[24, 23, 19, 33, 29, 20, 32, 25, 17, 8, 30, 27, 36, 18, 22, 31, 9, 13, 7, 34, 13, 16, 5, 2, 35, 3, 15, 10, 3, 1, 26, 12, 11, 21, 5, 37, 28]","[13, 67, 10, 7, 36, 13, 19, 17, 13, 15, 272, 15, 24, 17, 14, 21, 15, 62, 35, 49, 76, 33, 24, 28, 18, 18, 13, 21, 42, 32, 17, 22, 20, 77, 46, 59, 21]",,4,17.338534893801476,-100.0
"[44.0, 6.2, 12.0]",S076,,,8<2<6<3<5<3<8<4<4<2<3<7<10<8<5<4<5<7<11<12<10,16.645859342488556,"[16.782546152001917, 16.68675257254102, 16.351892731583682, 16.13021482513381, 16.15034503009837, 16.55933762649494, 16.519823788546258, 16.22981416862777, 15.988372093023257, 16.614362193095808, 16.524373450839988, 16.521477921297688, 16.762702985856468, 16.32253325716151, 16.65799062988027, 16.310257339615802, 16.654522743832622, 16.611295681063122, 16.55800476042637, 16.645859342488556, 16.689847009735743]",,,,,2015-10-01,3,0,A+3,YML,,,25,21,G,,,,7,0,1,ST,21,Good Owner Syndicate,16.782546152001917,,,2,16.782546152001917,,,,0,15.988372093023257,,0,"[('20140413_553', (129, 5)), ('20150906_010', (116, 8)), ('20150125_342', (121, 8)), ('20140608_690', (120, 8)), ('20150412_530', (118, 5)), ('20141228_269', (115, 4)), ('20150401_513', (121, 3)), ('20141008_069', (120, 7)), ('20140119_338', (133, 12)), ('20141109_148', (120, 2)), ('20140507_610', (126, 4)), ('20140105_304', (133, 10)), ('20150506_595', (118, 3)), ('20140301_440', (128, 7)), ('20141015_090', (120, 3)), ('20140216_404', (131, 11)), ('20150531_655', (118, 6)), ('20140525_653', (125, 5)), ('20140706_770', (122, 10)), ('20150627_734', (115, 2)), ('20141203_211', (120, 4))]",,0,,,,,,,,15.988372093023257, 1800,SUPREME FRESH,,,0,"8>(71d),2>(27d),6>(25d),3>(24d),5>(11d),3>(66d),8>(28d),4>(25d),4>(24d),2>(25d),3>(7d),7>(94d),10>(28d),8>(14d),5>(18d),4>(24d),5>(43d),7>(13d),11>(28d),12>(14d)","[16.782546152001917, 16.68675257254102, 16.351892731583682, 16.13021482513381, 16.15034503009837, 16.55933762649494, 16.519823788546258, 16.22981416862777, 15.988372093023257, 16.614362193095808, 16.524373450839988, 16.521477921297688, 16.762702985856468, 16.32253325716151, 16.65799062988027, 16.310257339615802, 16.654522743832622, 16.611295681063122, 16.55800476042637, 16.645859342488556, 16.689847009735743]",,,YPF,0,2015-10-01 05:30:00,,"[1, 4, 15, 20, 19, 10, 14, 18, 21, 8, 12, 13, 2, 16, 5, 17, 6, 9, 11, 7, 3]","[71, 27, 25, 24, 11, 66, 28, 25, 24, 25, 7, 94, 28, 14, 18, 24, 43, 13, 28, 14]",,1,16.645859342488556,-100.0
"[55.0, 5.5, 10.0]",S100,,,9<6<6<1<2<1<2<1<14<5<13<11<11<10<10<4<11,16.5929203539823,"[16.02097290999126, 16.19141854816947, 16.356066613798575, 16.263100831225152, 16.422812779934308, 16.293279022403258, 16.804957462451423, 16.963528413910094, 16.491930733890918, 16.7986561075114, 16.5929203539823, 16.7808698084184, 16.98033111645677, 16.715419974926867, 16.839741790625876, 16.98033111645677, 16.82557487380819]",,,,,2015-10-01,3,0,A+3,RN,,,22,17,G,,,,3,0,1,ST,11,Sherman Ting Wing Cheung & Joyce Ting Tung Sum,16.98033111645677,,,2,16.98033111645677,,,,1,16.02097290999126,B,0,"[('20140608_687', (127, 5)), ('20131215_245', (120, 4)), ('20141026_115', (122, 1)), ('20150107_297', (120, 1)), ('20140504_594', (129, 13)), ('20140205_378', (115, 10)), ('20140927_042', (126, 14)), ('20131124_185', (122, 11)), ('20141210_231', (119, 2)), ('20150909_017', (126, 9)), ('20140413_554', (116, 11)), ('20140111_321', (122, 10)), ('20141115_162', (128, 2)), ('20150708_765', (126, 6)), ('20140309_460', (115, 11)), ('20150603_669', (126, 6)), ('20141123_181', (130, 1))]",,0,,,,,,,,16.02097290999126, 1800,SEMPITERNAL,,,3,"9>(63d),6>(35d),6>(147d),1>(28d),2>(17d),1>(8d),2>(20d),1>(29d),14>(111d),5>(35d),13>(21d),11>(35d),11>(32d),10>(25d),10>(27d),4>(21d)","[16.02097290999126, 16.19141854816947, 16.356066613798575, 16.263100831225152, 16.422812779934308, 16.7808698084184, 16.98033111645677, 16.715419974926867, 16.839741790625876, 16.98033111645677, 16.82557487380819]",,,SWY,0,2015-10-01 05:30:00,,"[17, 16, 13, 15, 12, 14, 6, 3, 11, 7, 10, 8, 1, 9, 4, 1, 5]","[63, 35, 147, 28, 17, 8, 20, 29, 111, 35, 21, 35, 32, 25, 27, 21]",,1,16.5929203539823,320.5882352941177
"[10.0, 8.1, 10.0]",P151,,,7<4<6<13<12<9<11<7<7<11<8<12<6<13<12<8<7<5<6<6<2<1<9<6<4<0<12<13<9<3<4<9,15.539009388151506,"[16.55800476042637, 16.924053310767928, 16.62510390689942, 16.248273620927776, 16.086869093102756, 16.297905966021336, 16.040831206707985, 16.399960242520624, 16.38747268754552, 16.66975365808483, 16.139444803098772, 16.447368421052634, 16.974326331423722, 16.579165515335728, 16.602677181695547, 16.448871424655028, 15.539009388151506, 16.400775309378265, 16.317650258362796, 16.347882949158084, 16.844469399213924, 16.544117647058822, 16.405395552314985, 16.485328058028355, 16.84131736526946, 15.939430165371588, 16.11473692691967, 16.335865392469167, 16.501650165016503, 16.8651839359123, 16.573441060700226]",,,,,2015-10-01,3,0,A+3,MOJ,,,18,32,G,,,,6,1,+1,ST,6,Martin Siu Kim Sun,16.974326331423722,,,2,16.924053310767928,,,,0,16.086869093102756,,0,"[('20150419_547', (113, 11)), ('20150429_578', (133, 9)), ('20131221_266', (122, 9)), ('20131103_136', (114, 4)), ('20131117_170', (123, 6)), ('20130317_468', (126, 9)), ('20150401_509', (122, 7)), ('20150531_655', (128, 13)), ('20150215_395', (124, 8)), ('20150712_774', (123, 4)), ('20141109_146', (113, 13)), ('20150301_430', (115, 11)), ('20130428_569', (126, 13)), ('20140330_511', (114, 6)), ('20131009_072', (127, 0)), ('20140223_423', (126, 6)), ('20141130_201', (116, 6)), ('20130101_287', (122, 9)), ('20140119_342', (125, 1)), ('20140413_552', (133, 5)), ('20141026_121', (125, 12)), ('20150913_028', (121, 7)), ('20140605_681', (113, 8)), ('20150627_734', (124, 6)), ('20150318_474', (124, 7)), ('20140504_599', (131, 7)), ('20130217_397', (126, 3)), ('20150509_606', (131, 12)), ('20130505_588', (114, 12)), ('20140202_368', (113, 2)), ('20150118_328', (124, 12)), ('20130120_330', (126, 4))]",,0,,,,,,,,15.539009388151506, 1800,ASHKIYR,,,1,"7>(63d),4>(15d),6>(27d),13>(22d),12>(10d),9>(10d),11>(18d),7>(14d),7>(17d),11>(14d),8>(28d),12>(49d),6>(21d),13>(14d),12>(143d),8>(32d),7>(21d),5>(14d),6>(35d),6>(21d),2>(14d),1>(29d),9>(34d),6>(14d),4>(25d),12>(7d),13>(42d),9>(28d),3>(28d),4>(19d)","[16.55800476042637, 16.924053310767928, 16.62510390689942, 16.248273620927776, 16.086869093102756, 16.297905966021336]",,,JM,0,2015-10-01 05:30:00,,"[11, 2, 7, 25, 28, 24, 29, 19, 20, 6, 26, 16, 1, 9, 8, 15, 31, 18, 23, 21, 4, 12, 17, 14, 5, 30, 27, 22, 13, 3, 10]","[63, 15, 27, 22, 10, 10, 18, 14, 17, 14, 28, 49, 21, 14, 143, 32, 21, 14, 35, 21, 14, 29, 34, 14, 25, 157, 7, 42, 28, 28, 19]",,7,16.544117647058822,-75.3125
"[9.6, 3.6, 47.0]",T080,,,7<7<8<8<8,16.748414882162937,"[17.07698875764907, 16.748414882162937, 16.936849745947253, 16.951546828648112, 16.982734220209455]",,,,,2015-10-01,4,0,A+3,MG,,,25,5,G,,,,13,0,*1,ST,5,Yau Tim,17.07698875764907,,,4,17.07698875764907,,,,0,16.748414882162937,,0,"[('20150329_497', (125, 8)), ('20150531_657', (115, 8)), ('20150906_005', (117, 7)), ('20150221_401', (127, 8)), ('20150705_750', (122, 7))]",,0,,,,,,,,16.748414882162937, 1200,LONDON CITY,,,0,"7>(63d),7>(35d),8>(63d),8>(36d)","[17.07698875764907, 16.748414882162937, 16.936849745947253, 16.951546828648112, 16.982734220209455]",,,MKL,0,2015-10-01 06:30:00,,"[1, 5, 4, 3, 2]","[63, 35, 63, 36]",,3,16.982734220209455,-100.0
