l3odds,horsecode,jockey_id,todaysrating,all_runs,min_surf,avg_spds,timelist,isMaiden,race_id,mean_surf,racedate,raceclass,previouswins_d,racesurface,jockeycode,marginsbehindleader,max_d,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,horsenumber,previouswins_surf,priority,racecoursecode,previousruns_cl,ownername,max_car,min_d,trackvariant,racenumber,max_cl,runners_list,owner_id,prev_avg_spds_d,previouswins_cl,min_cl,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,mean_cl,jtohweights_h,raceday_id,lastwonat,trainername,min_car,racedistance,horsename,horse_url,previous_rp_aggs,previouswins_car,places_daysoff,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,utcracetime,mean_d,ranked_avgspds,dayssincelastrun_h,mean_car,previousruns_surf,max_surf,career_roi
"[6.8, 5.9, 12.0]",S375,,,12<1<5<5<12<9,16.72940192388122,"[16.51073197578426, 16.086222150727902, 16.710182767624023, 16.770483948251076, 16.21895590471363, 16.72940192388122]",,,,,2015-10-01,4,0,A+3,RN,,,81,6,G,,,,1,0,1,ST,6,Ng Tai Shing,16.770483948251076,,,3,16.770483948251076,,,,1,16.086222150727902,B/TT,0,"[('20141220_254', (130, 9)), ('20150712_772', (131, 12)), ('20150516_619', (133, 5)), ('20150701_742', (125, 1)), ('20150110_306', (130, 12)), ('20150614_694', (127, 5))]",,0,,,,,,,,16.086222150727902, 1600,HIGH WARRIOR,,,1,"12>(11d),1>(17d),5>(29d),5>(126d),12>(21d)","[16.51073197578426, 16.086222150727902, 16.710182767624023, 16.770483948251076, 16.21895590471363, 16.72940192388122]",,,SJJ,0,2015-10-01 06:00:00,,"[4, 6, 3, 1, 5, 2]","[11, 17, 29, 126, 21]",,1,16.72940192388122,-1.6666666666666607
"[38.0, 8.1, 39.0]",T002,,,13<8<6<6<12<11<11<11<11,,"[16.38840520331865, 15.897102391791316, 16.424856282507527, 16.14987080103359, 16.699718192255506, 16.55800476042637, 16.49484536082474, 16.96592676374947, 17.113519680547633]",,,,,2015-10-01,4,0,A+3,TEK,,,96,9,G,,,,5,0,1,ST,4,Anthony Ko Siu Kee,17.113519680547633,,,3,16.424856282507527,,,,0,15.897102391791316,CP,0,"[('20150419_551', (112, 12)), ('20150321_484', (116, 11)), ('20141207_220', (122, 11)), ('20150627_730', (127, 13)), ('20150610_683', (128, 8)), ('20150531_656', (127, 6)), ('20150110_309', (118, 11)), ('20150509_599', (130, 6)), ('20141115_164', (120, 11))]",,0,,,,,,,,15.897102391791316, 1600,SPEEDY WALLY,,,0,"13>(17d),8>(10d),6>(22d),6>(20d),12>(29d),11>(70d),11>(34d),11>(22d)","[16.38840520331865, 15.897102391791316, 16.424856282507527, 16.14987080103359]",,,OSP,0,2015-10-01 06:00:00,,"[7, 9, 6, 8, 3, 4, 5, 2, 1]","[17, 10, 22, 20, 29, 70, 34, 22]",,0,,-100.0
"[54.0, 23.0, 66.0]",T295,,,12<12<6,,"[16.611295681063122, 16.581456404587534, 17.50700280112045]",,,,,2015-10-01,4,0,A+3,CML,,,15,3,G,,,,13,0,2,ST,3,Steven Chan Sheung Chi & Kenneth Chan Sheung Yan,17.50700280112045,,,5,17.50700280112045,,,,0,16.581456404587534,H/TT,0,"[('20150531_654', (120, 6)), ('20150916_032', (123, 12)), ('20150708_760', (123, 12))]",,0,,,,,,,,16.581456404587534, 1400,PLANET GIANT,,,0,"12>(70d),12>(38d)","[16.611295681063122, 16.581456404587534, 17.50700280112045]",,,CAS,0,2015-10-01 07:00:00,,"[2, 3, 1]","[70, 38]",,0,,-100.0
"[31.0, 99.0, 94.0]",T265,,,11<8<5,,"[16.738736225414982, 16.783216783216783, 17.319016279875303]",,,,,2015-10-01,4,0,A+3,CYT,,,12,3,G,,,,12,0,+1,ST,1,"Michael Ng Chun Ho , Randy Chu Wai Ping & Jenny Ng Wing Sum",17.319016279875303,,,5,16.738736225414982,,,,0,16.738736225414982,H,0,"[('20150524_634', (120, 5)), ('20150919_041', (122, 11)), ('20150701_736', (120, 8))]",,0,,,,,,,,16.738736225414982, 1400,GOOD FOR YOU,,,0,"11>(80d),8>(38d)",[16.738736225414982],,,TYS,0,2015-10-01 07:00:00,,"[3, 2, 1]","[80, 38]",,0,,-100.0
"[6.2, 37.0, 55.0]",P316,,,1<4<12<1<10<11<9<3<12<2<1<6<3<3<7<4<5<5<7<12<7<2<7<4<8<5<14<13<8<14<13<8<11<9,16.706443914081145,"[16.217810104187144, 16.09128145114102, 16.648828635985254, 16.653209527654422, 15.82392289433935, 15.80005745475438, 16.169601149838304, 16.478577848796565, 15.735641227380016, 16.54798916858891, 16.188506160625955, 16.11459265890779, 15.679566673793742, 15.95886160120578, 16.42204659755722, 16.19141854816947, 16.98033111645677, 17.064846416382256, 16.982734220209455, 16.570008285004143, 16.93002257336343, 16.806722689075627, 16.999575010624735, 17.014036580178647, 16.877637130801688, 16.97792869269949, 16.66865102988451, 16.96592676374947, 16.914749661705006, 16.48578101387553, 16.944365998305564, 16.98994761432819, 16.706443914081145, 16.95633743111488]",,,,,2015-10-01,4,0,A+3,WJH,,,15,34,G,,,,4,0,2,ST,17,Yau Kwok Fai,17.064846416382256,,,3,17.064846416382256,,,,1,15.735641227380016,H,0,"[('20141126_190', (127, 6)), ('20150125_337', (132, 2)), ('20140917_012', (131, 5)), ('20141112_150', (131, 3)), ('20141022_104', (127, 3)), ('20150401_505', (133, 9)), ('20150308_440', (123, 3)), ('20140517_634', (118, 12)), ('20140608_686', (117, 7)), ('20140305_446', (117, 2)), ('20140924_030', (133, 4)), ('20130511_607', (119, 9)), ('20140208_383', (119, 7)), ('20150909_016', (116, 4)), ('20150225_414', (116, 12)), ('20130612_691', (114, 8)), ('20131012_076', (127, 13)), ('20131226_268', (121, 8)), ('20131109_151', (121, 14)), ('20141217_245', (126, 1)), ('20140618_718', (114, 5)), ('20130707_754', (128, 14)), ('20150415_536', (132, 11)), ('20140115_327', (116, 4)), ('20150607_672', (118, 1)), ('20131204_214', (118, 5)), ('20140416_557', (119, 7)), ('20150916_031', (105, 1)), ('20150906_006', (109, 12)), ('20150516_618', (130, 10)), ('20131009_066', (123, 8)), ('20130602_663', (116, 11)), ('20141005_058', (130, 7)), ('20130623_720', (111, 13))]",,0,,,,,,,,15.679566673793742, 1600,MISTER MARC,,,3,"1>(7d),4>(3d),12>(91d),1>(22d),10>(31d),11>(14d),9>(24d),3>(11d),12>(31d),2>(39d),1>(21d),6>(14d),3>(21d),3>(17d),7>(11d),4>(7d),5>(91d),5>(10d),7>(22d),12>(31d),7>(42d),2>(25d),7>(24d),4>(20d),8>(22d),5>(25d),14>(28d),13>(3d),8>(94d),14>(14d),13>(11d),8>(10d),11>(22d)","[16.217810104187144, 16.09128145114102, 16.648828635985254, 15.735641227380016, 17.064846416382256, 16.982734220209455, 16.570008285004143, 16.93002257336343, 16.806722689075627, 16.999575010624735, 17.014036580178647, 16.877637130801688, 16.97792869269949, 16.66865102988451, 16.96592676374947, 16.914749661705006, 16.48578101387553]",,,TYS,0,2015-10-01 06:00:00,,"[24, 29, 18, 17, 31, 32, 27, 22, 33, 20, 26, 28, 34, 30, 23, 25, 6, 1, 5, 19, 11, 14, 3, 2, 13, 7, 16, 8, 12, 21, 10, 4, 15, 9]","[7, 3, 91, 22, 31, 14, 24, 11, 31, 39, 21, 14, 21, 17, 11, 7, 91, 10, 22, 31, 42, 25, 24, 20, 22, 25, 28, 3, 94, 14, 11, 10, 22]",,2,16.96592676374947,-31.470588235294116
"[99.0, 96.0]",S421,,,14<10,16.462841015992474,"[16.462841015992474, 17.17622810030917]",,,,,2015-10-01,4,0,A+3,HCY,,,88,2,G,,,,11,0,+1,ST,2,Mr & Mrs John McNie,17.17622810030917,,,5,17.17622810030917,,,,0,16.462841015992474,B/XB1,0,"[('20150705_750', (126, 14)), ('20150516_617', (128, 10))]",,0,,,,,,,,16.462841015992474, 1400,REUNITED,,,0,14>(50d),"[16.462841015992474, 17.17622810030917]",,,YPF,0,2015-10-01 07:00:00,,"[2, 1]",[50],,1,16.462841015992474,-100.0
"[99.0, 99.0, 0.0]",T004,,,6<13<99<11,,"[17.052721330112263, 16.54467061064875, 16.72240802675585]",,,,,2015-10-01,4,0,A+3,TON,,,12,4,G,,,,10,0,1,ST,4,Ho Ka Keung,17.052721330112263,,,5,17.052721330112263,,,,0,16.54467061064875,H/XB/TT,0,"[('20150919_041', (120, 6)), ('20150701_741', (123, 13)), ('20150207_374', (123, 99)), ('20150118_319', (126, 11))]",,0,,,,,,,,16.54467061064875, 1400,LUCKY PLACE,,,0,"6>(80d),13>(144d),99>(20d)","[17.052721330112263, 16.54467061064875, 16.72240802675585]",,,SWY,0,2015-10-01 07:00:00,,"[1, 3, 2]","[80, 144, 20]",,1,,-100.0
"[28.0, 30.0, 42.0]",N220,,,12<8<11<7<7<6<5<10<7<8<8<11<10<4<11<9<8<11<9<7<8<2<4<4<3<1<1<2<6<8<6<10<8<12<12<13<13,16.492578339747112,"[16.758439071103663, 16.414643851969757, 16.552865714876887, 16.152716593245227, 16.304347826086957, 16.492578339747112, 16.281823564239193, 16.272189349112423, 16.447368421052634, 16.178056672222766, 16.645859342488556, 16.552865714876887, 16.607354685646502, 16.480223731522173, 16.505054672993605, 16.59062629614268, 16.296296296296298, 16.421859319405165, 16.216216216216218, 16.399960242520624, 16.069341643942344, 16.383675901102176, 16.288252714708786, 16.413011041480154, 16.251354279523294, 16.457211250748053, 16.375545851528383, 16.304347826086957, 16.525890561880278, 16.244954218765386, 16.23536357374791, 16.248420292471565, 16.742406122937094, 16.50359542614641, 16.48416342870599, 16.437230326689953, 16.282856478250757]",,,,,2015-10-01,4,0,A+3,MG,,,92,37,G,,,,7,0,1,ST,4,"Chan Wing Kwan, Chang Wing Yiu & Cheung Kwok Wa",16.758439071103663,,,3,16.758439071103663,,,,0,16.304347826086957,TT,0,"[('20141217_250', (119, 10)), ('20140525_655', (124, 10)), ('20141126_194', (120, 7)), ('20150701_740', (123, 12)), ('20131103_134', (129, 11)), ('20131221_263', (131, 9)), ('20131120_181', (130, 8)), ('20150603_664', (123, 8)), ('20141022_109', (120, 8)), ('20150516_621', (126, 11)), ('20130616_702', (126, 7)), ('20120701_729', (127, 12)), ('20130424_561', (130, 4)), ('20140615_713', (124, 11)), ('20140226_433', (123, 4)), ('20130515_618', (133, 2)), ('20130306_441', (128, 3)), ('20140111_322', (125, 11)), ('20121024_117', (119, 6)), ('20130327_494', (130, 4)), ('20141005_066', (115, 8)), ('20150422_557', (131, 7)), ('20130206_377', (121, 1)), ('20130710_769', (131, 9)), ('20121209_224', (114, 6)), ('20121121_183', (120, 8)), ('20120923_045', (123, 8)), ('20120603_664', (117, 13)), ('20121010_079', (128, 10)), ('20120617_701', (132, 12)), ('20120519_636', (110, 13)), ('20130529_654', (131, 8)), ('20130123_341', (115, 1)), ('20150114_318', (115, 5)), ('20130109_303', (113, 2)), ('20150211_384', (133, 7)), ('20150118_325', (114, 6))]",,0,,,,,,,,16.069341643942344, 1600,CIRCUIT STAR,,,2,"12>(28d),8>(18d),11>(24d),7>(70d),7>(24d),6>(4d),5>(28d),10>(21d),7>(35d),8>(17d),8>(112d),11>(21d),10>(88d),4>(46d),11>(21d),9>(31d),8>(17d),11>(116d),9>(24d),7>(18d),8>(14d),2>(21d),4>(28d),4>(21d),3>(28d),1>(14d),1>(14d),2>(31d),6>(18d),8>(28d),6>(14d),10>(17d),8>(84d),12>(14d),12>(14d),13>(15d)","[16.758439071103663, 16.414643851969757, 16.552865714876887, 16.304347826086957]",,,MKL,0,2015-10-01 06:00:00,,"[1, 18, 6, 36, 23, 11, 28, 29, 15, 35, 3, 6, 4, 13, 9, 5, 25, 17, 34, 20, 37, 21, 26, 19, 30, 14, 22, 23, 8, 32, 33, 31, 2, 10, 12, 16, 27]","[28, 18, 24, 70, 24, 4, 28, 21, 35, 17, 112, 21, 88, 46, 21, 31, 17, 116, 24, 18, 14, 21, 28, 21, 28, 14, 14, 31, 18, 28, 14, 17, 84, 14, 14, 15]",,2,16.59062629614268,-86.75675675675676
"[11.0, 20.0, 11.0]",M227,,,1<11<6<4<1<2<2<5<10<6<5<8<11<11<10<7<7<3<12<12<12<8<4<7<12<9<6<8<11<10<2<7<9<1<3<7<4<9<8<2<3<4<2<1<7<14<13<14<12<14<11,16.528925619834713,"[16.55800476042637, 16.680567139282733, 16.68404588112617, 16.670139612419252, 16.74340728338217, 16.92661105065893, 16.23962468422952, 16.816816816816818, 16.061390202551976, 16.12469766191884, 16.246553761323355, 16.132186155651155, 16.08147949611364, 16.31240731586752, 16.82085786375105, 16.58374792703151, 16.198704103671705, 16.365800436421345, 16.67857993805099, 16.46692891775684, 16.5391771759355, 16.236694930543027, 16.052535570959503, 16.10305958132045, 16.556291390728475, 16.1218092252575, 16.685205784204673, 16.380422912737018, 16.205996218600884, 15.831134564643799, 16.35620172648796, 16.710182767624023, 16.21037463976945, 16.23815967523681, 15.99418393311523, 16.197246468100424, 15.890213073311665, 16.252821670428894, 16.35620172648796, 16.375545851528383, 15.980242609137795, 16.317650258362796, 16.454886187037207, 16.3265306122449, 16.211436431518962, 16.225784246238568, 16.400164001640015, 16.528925619834713, 16.73040152963671, 16.55824955647546, 16.900048285852243]",,,,,2015-10-01,4,0,A+3,YML,,,18,51,G,,,,2,0,1,ST,20,Lau Wai Kin,16.92661105065893,,,3,16.92661105065893,,,,2,16.061390202551976,B,0,"[('20111016_100', (120, 14)), ('20130317_463', (130, 7)), ('20141019_095', (127, 11)), ('20131218_250', (122, 4)), ('20121219_253', (122, 3)), ('20120418_553', (122, 4)), ('20140115_330', (120, 8)), ('20130227_424', (126, 9)), ('20140921_019', (127, 10)), ('20110507_605', (116, 11)), ('20120620_709', (126, 2)), ('20140528_661', (131, 7)), ('20150516_621', (122, 4)), ('20150614_694', (124, 6)), ('20120530_652', (124, 3)), ('20140507_605', (129, 3)), ('20150204_368', (118, 10)), ('20141008_071', (127, 11)), ('20120118_329', (131, 7)), ('20120208_386', (115, 1)), ('20120314_477', (122, 2)), ('20140330_514', (131, 12)), ('20121024_116', (129, 4)), ('20131009_067', (125, 9)), ('20110626_737', (112, 12)), ('20141217_247', (121, 5)), ('20130508_599', (117, 10)), ('20131001_050', (127, 6)), ('20131027_112', (126, 12)), ('20130414_533', (126, 2)), ('20121128_199', (125, 7)), ('20150221_405', (117, 5)), ('20111227_272', (124, 14)), ('20140316_480', (116, 12)), ('20150913_022', (121, 1)), ('20111113_165', (127, 13)), ('20121010_079', (130, 9)), ('20150705_750', (123, 11)), ('20141119_171', (125, 8)), ('20150318_472', (116, 2)), ('20110529_664', (114, 14)), ('20150426_563', (116, 1)), ('20131127_200', (120, 7)), ('20120715_765', (129, 8)), ('20130123_340', (123, 1)), ('20130704_749', (128, 8)), ('20140701_756', (130, 7)), ('20130529_652', (128, 11)), ('20140216_404', (116, 12)), ('20150329_498', (114, 2)), ('20150114_314', (119, 6))]",,0,,,,,,,,15.831134564643799, 1600,INDIGO WAY,,,4,"1>(70d),11>(21d),6>(29d),4>(20d),1>(28d),2>(11d),2>(25d),5>(17d),10>(21d),6>(28d),5>(28d),8>(31d),11>(11d),11>(17d),10>(82d),7>(34d),7>(21d),3>(38d),12>(14d),12>(28d),12>(32d),8>(28d),4>(21d),7>(31d),12>(18d),9>(8d),6>(89d),8>(36d),11>(21d),10>(24d),2>(28d),7>(18d),9>(35d),1>(35d),3>(21d),7>(35d),4>(14d),9>(87d),8>(25d),2>(21d),3>(42d),4>(35d),2>(35d),1>(21d),7>(22d),14>(44d),13>(28d),14>(112d),12>(28d),14>(22d)","[16.55800476042637, 16.680567139282733, 16.68404588112617, 16.670139612419252, 16.74340728338217, 16.92661105065893, 16.23962468422952, 16.816816816816818, 16.061390202551976, 16.12469766191884, 16.246553761323355, 16.132186155651155, 16.08147949611364, 16.31240731586752, 16.82085786375105, 16.58374792703151, 16.198704103671705, 16.365800436421345, 16.67857993805099, 16.211436431518962]",,,LKW,0,2015-10-01 06:00:00,,"[15, 10, 9, 12, 5, 1, 32, 4, 46, 42, 31, 41, 45, 29, 3, 13, 39, 24, 11, 19, 17, 34, 47, 44, 16, 43, 8, 22, 38, 51, 25, 7, 37, 33, 48, 40, 50, 30, 25, 23, 49, 28, 20, 27, 36, 35, 21, 18, 6, 14, 2]","[70, 21, 29, 20, 28, 11, 25, 17, 21, 28, 28, 31, 11, 17, 82, 34, 21, 38, 14, 28, 32, 28, 21, 31, 18, 8, 89, 36, 21, 24, 28, 18, 35, 35, 21, 35, 14, 87, 25, 21, 42, 35, 35, 21, 22, 44, 28, 112, 28, 22]",,7,16.92661105065893,-35.882352941176464
"[4.2, 14.0, 8.2]",M193,,,2<3<14<2<4<10<8<7<7<5<4<5<6<10<10<7<3<8<3<7<10<4<6<9<9<8<10<12<6<6<4<9<1<2<10<3<5<1<1<6<3<3<4<1<1<2<2<5<6<5<6<11,16.511867905056757,"[16.46090534979424, 16.88577976118683, 15.940065354267952, 16.065690824705463, 16.465422612513724, 16.252955082742318, 16.575157981974517, 16.465422612513724, 16.190756549896967, 16.717166440288374, 16.286644951140065, 16.668402958641526, 16.9061707523246, 16.971754152018427, 16.945049624788187, 16.357688113413303, 16.63977410246067, 16.40091116173121, 16.55629139072848, 16.511867905056757, 16.10305958132045, 16.63720494956847, 16.741655331170872, 16.879672052085844, 16.69449081803005, 17.033702396885268, 16.261631583702233, 16.750418760469014, 16.828945786753216, 16.346546791990193, 16.46241082860801, 15.7615704255624, 16.38001638001638, 16.54107700790296, 16.545638385881055, 16.542597187758478, 15.884476534296029, 16.67284179325676, 16.518307791135175, 16.527407951519603, 16.454886187037207, 16.682306328849965, 16.52892561983471, 16.575157981974517, 16.551153408503154, 16.758439071103663, 16.782546152001917, 17.25625539257981, 17.513134851138354, 17.262213015708614, 17.45810055865922, 16.93002257336343]",,,,,2015-10-01,4,0,A+3,CAN,,,3,52,G,,,,3,0,2,ST,16,Generous Syndicate,17.513134851138354,,,3,17.513134851138354,,,,2,15.940065354267952,B/H/TT,0,"[('20110510_609', (126, 6)), ('20120609_679', (118, 6)), ('20140427_579', (129, 8)), ('20150426_563', (131, 8)), ('20110918_021', (110, 5)), ('20120429_581', (117, 3)), ('20110521_636', (125, 5)), ('20140628_747', (126, 10)), ('20140521_641', (129, 3)), ('20150531_656', (124, 4)), ('20140528_664', (126, 7)), ('20131208_226', (122, 9)), ('20120304_451', (114, 4)), ('20150301_428', (113, 5)), ('20140615_711', (119, 10)), ('20150701_742', (128, 14)), ('20120121_337', (129, 1)), ('20150621_713', (126, 2)), ('20140330_516', (132, 7)), ('20121024_116', (126, 5)), ('20130417_542', (129, 9)), ('20130908_010', (123, 6)), ('20131109_153', (113, 8)), ('20140202_371', (126, 6)), ('20121001_062', (122, 1)), ('20111217_253', (120, 1)), ('20121209_224', (132, 3)), ('20130707_758', (113, 6)), ('20130526_641', (126, 4)), ('20150928_059', (125, 2)), ('20130327_496', (121, 1)), ('20131020_100', (112, 10)), ('20120325_506', (116, 3)), ('20140409_543', (127, 3)), ('20150110_309', (120, 5)), ('20150906_006', (127, 3)), ('20150401_513', (108, 7)), ('20150311_455', (113, 7)), ('20110611_692', (121, 6)), ('20140305_450', (131, 10)), ('20141207_218', (120, 6)), ('20131012_081', (109, 12)), ('20150513_610', (127, 10)), ('20111009_078', (121, 2)), ('20120715_765', (117, 1)), ('20150211_388', (116, 4)), ('20131229_284', (117, 9)), ('20130120_333', (113, 10)), ('20140208_390', (133, 4)), ('20130202_367', (133, 2)), ('20111120_175', (119, 2)), ('20110425_572', (125, 11))]",,0,,,,,,,,15.7615704255624, 1600,REAL GENEROUS,,,5,"2>(22d),3>(67d),14>(10d),2>(21d),4>(18d),10>(17d),8>(25d),7>(21d),7>(10d),5>(18d),4>(32d),5>(34d),6>(162d),10>(13d),10>(18d),7>(7d),3>(24d),8>(18d),3>(10d),7>(25d),10>(25d),4>(6d),6>(35d),9>(21d),9>(29d),8>(20d),10>(8d),12>(34d),6>(63d),6>(42d),4>(39d),9>(21d),1>(53d),2>(13d),10>(42d),3>(46d),5>(23d),1>(78d),1>(36d),6>(41d),3>(35d),3>(21d),4>(43d),1>(35d),1>(27d),2>(42d),2>(21d),5>(99d),6>(21d),5>(11d),6>(15d)","[16.46090534979424, 16.88577976118683, 15.940065354267952, 16.065690824705463, 16.465422612513724, 16.252955082742318, 16.575157981974517, 16.575157981974517, 16.551153408503154, 16.758439071103663, 16.782546152001917, 17.25625539257981, 17.513134851138354, 17.262213015708614, 17.45810055865922, 16.93002257336343]",,,YCH,0,2015-10-01 06:00:00,,"[38, 10, 50, 49, 35, 46, 24, 35, 47, 17, 44, 21, 9, 6, 7, 42, 22, 40, 26, 34, 48, 23, 16, 11, 18, 5, 45, 15, 12, 43, 37, 52, 41, 30, 28, 29, 51, 20, 33, 32, 39, 19, 31, 24, 27, 14, 13, 4, 1, 3, 2, 8]","[22, 67, 10, 21, 18, 17, 25, 21, 10, 18, 32, 34, 162, 13, 18, 7, 24, 18, 10, 25, 25, 6, 35, 21, 29, 20, 8, 34, 63, 42, 39, 21, 53, 13, 42, 46, 23, 78, 36, 41, 35, 21, 43, 35, 27, 42, 21, 99, 21, 11, 15]",,4,17.25625539257981,-62.5
"[1.6, 12.0, 11.0]",N386,,,1<2<10<3<5<5<99<9<12<9<3<5<2<11<7<10<4<2<2<1<12<10<6<9<1<8<13<9<12<10<10<5<1<2<9<10<13<12<5<13,16.130609052693323,"[16.961473225102978, 16.91842900302115, 16.547729858310063, 16.79790026246719, 16.85122773230621, 16.785564414603442, 16.595542911332384, 16.377171215880892, 16.59357591560981, 16.718913270637408, 16.561432563916778, 16.778523489932887, 16.130609052693323, 16.78455820645007, 16.232169208066896, 17.125382262996943, 16.898008449004227, 16.961473225102978, 16.760445348976415, 16.18599175985874, 16.17012936103489, 16.31240731586752, 16.799664006719865, 17.004392801473717, 16.609324949578834, 15.976035946080877, 16.650808753568032, 16.50359542614641, 16.519823788546255, 16.949152542372882, 16.409746394828446, 16.336633663366335, 17.07455890722823, 16.901408450704224, 17.02852277564921, 16.604400166044, 17.035775127768314, 16.982734220209455, 16.75743611227482]",,,,,2015-10-01,4,0,A+3,WJH,,,12,40,G,,,,9,2,1,ST,28,"Ho Tze Man, Simon Chau Sik Ming, Ralph Hui Shu Tong & Wilson Ng Ching Hung",17.125382262996943,,,5,17.07455890722823,,,,4,15.976035946080877,TT,0,"[('20150419_546', (122, 9)), ('20141126_191', (131, 11)), ('20131117_173', (111, 12)), ('20131215_243', (130, 13)), ('20150627_730', (110, 10)), ('20131201_207', (132, 9)), ('20150308_442', (124, 12)), ('20141022_108', (113, 10)), ('20140706_763', (131, 2)), ('20150215_393', (128, 9)), ('20140312_466', (133, 10)), ('20140101_291', (127, 8)), ('20141109_143', (131, 7)), ('20130428_563', (130, 9)), ('20140226_432', (133, 6)), ('20150614_694', (108, 3)), ('20130515_612', (125, 2)), ('20140205_377', (131, 9)), ('20141001_055', (115, 4)), ('20131001_054', (114, 10)), ('20150207_377', (128, 3)), ('20150919_039', (115, 1)), ('20131030_126', (115, 10)), ('20121216_243', (120, 12)), ('20150607_673', (118, 5)), ('20130317_469', (112, 10)), ('20140622_726', (133, 2)), ('20150906_006', (108, 2)), ('20130217_390', (115, 13)), ('20121125_187', (119, 5)), ('20141220_254', (127, 2)), ('20140514_625', (130, 12)), ('20150520_627', (123, 5)), ('20150426_563', (122, 99)), ('20130704_749', (112, 5)), ('20121014_089', (119, 13)), ('20140601_670', (126, 1)), ('20130529_651', (132, 1)), ('20150118_323', (128, 5)), ('20140119_335', (127, 1))]",,0,,,,,,,,15.976035946080877, 1400,BORN TO WIN,,,4,"1>(13d),2>(71d),10>(13d),3>(7d),5>(18d),5>(24d),99>(7d),9>(42d),12>(21d),9>(8d),3>(20d),5>(29d),2>(24d),11>(17d),7>(18d),10>(21d),4>(87d),2>(14d),2>(21d),1>(18d),12>(63d),10>(14d),6>(21d),9>(17d),1>(18d),8>(17d),13>(14d),9>(14d),12>(18d),10>(29d),10>(89d),5>(36d),1>(14d),2>(17d),9>(42d),10>(28d),13>(63d),12>(21d),5>(42d)","[16.961473225102978, 16.91842900302115, 16.547729858310063, 16.79790026246719, 16.85122773230621, 16.785564414603442, 16.595542911332384, 16.377171215880892, 16.59357591560981, 16.718913270637408, 16.561432563916778, 16.778523489932887, 16.130609052693323, 16.78455820645007, 16.232169208066896, 16.961473225102978, 16.760445348976415, 16.18599175985874, 16.17012936103489, 16.31240731586752, 16.799664006719865, 17.004392801473717, 16.609324949578834, 15.976035946080877, 16.650808753568032, 16.50359542614641, 17.07455890722823, 17.02852277564921]",,,FC,0,2015-10-01 07:00:00,,"[7, 10, 28, 15, 13, 16, 25, 32, 26, 21, 27, 18, 38, 17, 35, 1, 12, 7, 19, 36, 37, 34, 14, 5, 23, 39, 22, 30, 29, 9, 31, 33, 2, 11, 4, 24, 3, 6, 20]","[13, 71, 13, 7, 18, 24, 7, 42, 21, 8, 20, 29, 24, 17, 18, 21, 87, 14, 21, 18, 63, 14, 21, 17, 18, 17, 14, 14, 18, 29, 89, 36, 14, 17, 42, 28, 63, 21, 42]",,6,16.85122773230621,96.74999999999997
